"bond_10yr","iso2c","date"
8.41,"BE",1989-07-01
8.41,"BE",1989-08-01
8.51,"BE",1989-09-01
8.84,"BE",1989-10-01
9.17,"BE",1989-11-01
9.56,"BE",1989-12-01
9.93,"BE",1990-01-01
10.56,"BE",1990-02-01
10.36,"BE",1990-03-01
10.03,"BE",1990-04-01
9.96,"BE",1990-05-01
9.93,"BE",1990-06-01
9.63,"BE",1990-07-01
9.99,"BE",1990-08-01
10.22,"BE",1990-09-01
10.16,"BE",1990-10-01
9.99,"BE",1990-11-01
9.98,"BE",1990-12-01
9.92,"BE",1991-01-01
9.32,"BE",1991-02-01
9.28,"BE",1991-03-01
9.24,"BE",1991-04-01
9.17,"BE",1991-05-01
9.26,"BE",1991-06-01
9.46,"BE",1991-07-01
9.41,"BE",1991-08-01
9.24,"BE",1991-09-01
9.13,"BE",1991-10-01
9.15,"BE",1991-11-01
9.15,"BE",1991-12-01
8.75,"BE",1992-01-01
8.73,"BE",1992-02-01
8.81,"BE",1992-03-01
8.85,"BE",1992-04-01
8.84,"BE",1992-05-01
8.92,"BE",1992-06-01
8.92,"BE",1992-07-01
9.07,"BE",1992-08-01
8.81,"BE",1992-09-01
8.28,"BE",1992-10-01
8.02,"BE",1992-11-01
7.91,"BE",1992-12-01
7.52,"BE",1993-01-01
7.65,"BE",1993-02-01
7.38,"BE",1993-03-01
7.42,"BE",1993-04-01
7.38,"BE",1993-05-01
7.19,"BE",1993-06-01
6.99,"BE",1993-07-01
7.04,"BE",1993-08-01
7.23,"BE",1993-09-01
7.2,"BE",1993-10-01
6.95,"BE",1993-11-01
6.65,"BE",1993-12-01
6.54,"BE",1994-01-01
6.67,"BE",1994-02-01
7.08,"BE",1994-03-01
7.22,"BE",1994-04-01
7.44,"BE",1994-05-01
7.89,"BE",1994-06-01
7.9,"BE",1994-07-01
8.14,"BE",1994-08-01
8.53,"BE",1994-09-01
8.44,"BE",1994-10-01
8.31,"BE",1994-11-01
8.27,"BE",1994-12-01
8.41,"BE",1995-01-01
8.23,"BE",1995-02-01
8.1,"BE",1995-03-01
7.76,"BE",1995-04-01
7.45,"BE",1995-05-01
7.2,"BE",1995-06-01
7.21,"BE",1995-07-01
7.07,"BE",1995-08-01
6.91,"BE",1995-09-01
6.93,"BE",1995-10-01
6.66,"BE",1995-11-01
6.6,"BE",1995-12-01
6.32,"BE",1996-01-01
6.47,"BE",1996-02-01
6.64,"BE",1996-03-01
6.46,"BE",1996-04-01
6.44,"BE",1996-05-01
6.57,"BE",1996-06-01
6.59,"BE",1996-07-01
6.42,"BE",1996-08-01
6.23,"BE",1996-09-01
5.89,"BE",1996-10-01
5.82,"BE",1996-11-01
5.73,"BE",1996-12-01
5.71,"BE",1997-01-01
5.45,"BE",1997-02-01
5.66,"BE",1997-03-01
5.81,"BE",1997-04-01
5.68,"BE",1997-05-01
5.61,"BE",1997-06-01
5.42,"BE",1997-07-01
5.55,"BE",1997-08-01
5.52,"BE",1997-09-01
5.61,"BE",1997-10-01
5.62,"BE",1997-11-01
5.4,"BE",1997-12-01
5.14,"BE",1998-01-01
5.01,"BE",1998-02-01
4.95,"BE",1998-03-01
4.96,"BE",1998-04-01
5.03,"BE",1998-05-01
4.9,"BE",1998-06-01
4.82,"BE",1998-07-01
4.61,"BE",1998-08-01
4.29,"BE",1998-09-01
4.23,"BE",1998-10-01
4.32,"BE",1998-11-01
4.08,"BE",1998-12-01
3.9,"BE",1999-01-01
4.02,"BE",1999-02-01
4.21,"BE",1999-03-01
4.05,"BE",1999-04-01
4.21,"BE",1999-05-01
4.57,"BE",1999-06-01
4.87,"BE",1999-07-01
5.12,"BE",1999-08-01
5.3,"BE",1999-09-01
5.6,"BE",1999-10-01
5.31,"BE",1999-11-01
5.4,"BE",1999-12-01
5.74,"BE",2000-01-01
5.71,"BE",2000-02-01
5.55,"BE",2000-03-01
5.48,"BE",2000-04-01
5.67,"BE",2000-05-01
5.52,"BE",2000-06-01
5.6,"BE",2000-07-01
5.56,"BE",2000-08-01
5.62,"BE",2000-09-01
5.57,"BE",2000-10-01
5.54,"BE",2000-11-01
5.28,"BE",2000-12-01
5.14,"BE",2001-01-01
5.13,"BE",2001-02-01
5.05,"BE",2001-03-01
5.17,"BE",2001-04-01
5.32,"BE",2001-05-01
5.25,"BE",2001-06-01
5.26,"BE",2001-07-01
5.06,"BE",2001-08-01
5.02,"BE",2001-09-01
4.8,"BE",2001-10-01
4.66,"BE",2001-11-01
4.9,"BE",2001-12-01
4.99,"BE",2002-01-01
5.06,"BE",2002-02-01
5.29,"BE",2002-03-01
5.29,"BE",2002-04-01
5.28,"BE",2002-05-01
5.15,"BE",2002-06-01
4.98,"BE",2002-07-01
4.7,"BE",2002-08-01
4.48,"BE",2002-09-01
4.58,"BE",2002-10-01
4.55,"BE",2002-11-01
4.36,"BE",2002-12-01
4.17,"BE",2003-01-01
4,"BE",2003-02-01
4.07,"BE",2003-03-01
4.27,"BE",2003-04-01
3.95,"BE",2003-05-01
3.74,"BE",2003-06-01
4.04,"BE",2003-07-01
4.22,"BE",2003-08-01
4.24,"BE",2003-09-01
4.29,"BE",2003-10-01
4.41,"BE",2003-11-01
4.35,"BE",2003-12-01
4.2,"BE",2004-01-01
4.14,"BE",2004-02-01
3.95,"BE",2004-03-01
4.13,"BE",2004-04-01
4.28,"BE",2004-05-01
4.37,"BE",2004-06-01
4.26,"BE",2004-07-01
4.1,"BE",2004-08-01
4.04,"BE",2004-09-01
3.91,"BE",2004-10-01
3.78,"BE",2004-11-01
3.59,"BE",2004-12-01
3.53,"BE",2005-01-01
3.49,"BE",2005-02-01
3.67,"BE",2005-03-01
3.54,"BE",2005-04-01
3.36,"BE",2005-05-01
3.19,"BE",2005-06-01
3.22,"BE",2005-07-01
3.24,"BE",2005-08-01
3.08,"BE",2005-09-01
3.25,"BE",2005-10-01
3.45,"BE",2005-11-01
3.36,"BE",2005-12-01
3.33,"BE",2006-01-01
3.49,"BE",2006-02-01
3.67,"BE",2006-03-01
3.95,"BE",2006-04-01
4.01,"BE",2006-05-01
4.01,"BE",2006-06-01
4.04,"BE",2006-07-01
3.92,"BE",2006-08-01
3.8,"BE",2006-09-01
3.84,"BE",2006-10-01
3.77,"BE",2006-11-01
3.83,"BE",2006-12-01
4.06,"BE",2007-01-01
4.1,"BE",2007-02-01
4.01,"BE",2007-03-01
4.24,"BE",2007-04-01
4.36,"BE",2007-05-01
4.64,"BE",2007-06-01
4.62,"BE",2007-07-01
4.44,"BE",2007-08-01
4.4,"BE",2007-09-01
4.42,"BE",2007-10-01
4.29,"BE",2007-11-01
4.42,"BE",2007-12-01
4.25,"BE",2008-01-01
4.15,"BE",2008-02-01
4.14,"BE",2008-03-01
4.39,"BE",2008-04-01
4.53,"BE",2008-05-01
4.84,"BE",2008-06-01
4.86,"BE",2008-07-01
4.57,"BE",2008-08-01
4.57,"BE",2008-09-01
4.44,"BE",2008-10-01
4.2,"BE",2008-11-01
3.84,"BE",2008-12-01
4.04,"BE",2009-01-01
4.06,"BE",2009-02-01
4.01,"BE",2009-03-01
3.9,"BE",2009-04-01
3.93,"BE",2009-05-01
4.03,"BE",2009-06-01
3.78,"BE",2009-07-01
3.62,"BE",2009-08-01
3.6,"BE",2009-09-01
3.66,"BE",2009-10-01
3.61,"BE",2009-11-01
3.58,"BE",2009-12-01
3.6,"BE",2010-01-01
3.5,"BE",2010-02-01
3.42,"BE",2010-03-01
3.42,"BE",2010-04-01
3.24,"BE",2010-05-01
3.4,"BE",2010-06-01
3.21,"BE",2010-07-01
2.91,"BE",2010-08-01
3,"BE",2010-09-01
3.13,"BE",2010-10-01
3.38,"BE",2010-11-01
3.93,"BE",2010-12-01
4.08,"BE",2011-01-01
4.11,"BE",2011-02-01
4.1,"BE",2011-03-01
4.23,"BE",2011-04-01
4.18,"BE",2011-05-01
4.11,"BE",2011-06-01
4.16,"BE",2011-07-01
4.04,"BE",2011-08-01
3.85,"BE",2011-09-01
4.18,"BE",2011-10-01
4.79,"BE",2011-11-01
4.3,"BE",2011-12-01
4.01,"BE",2012-01-01
3.48,"BE",2012-02-01
3.33,"BE",2012-03-01
3.42,"BE",2012-04-01
3.22,"BE",2012-05-01
3.09,"BE",2012-06-01
2.74,"BE",2012-07-01
2.55,"BE",2012-08-01
2.59,"BE",2012-09-01
2.53,"BE",2012-10-01
2.4,"BE",2012-11-01
2.19,"BE",2012-12-01
2.27,"BE",2013-01-01
2.37,"BE",2013-02-01
2.22,"BE",2013-03-01
1.96,"BE",2013-04-01
1.95,"BE",2013-05-01
2.35,"BE",2013-06-01
2.46,"BE",2013-07-01
2.57,"BE",2013-08-01
2.73,"BE",2013-09-01
2.66,"BE",2013-10-01
2.49,"BE",2013-11-01
2.46,"BE",2013-12-01
2.47,"BE",2014-01-01
2.27,"BE",2014-02-01
2.19,"BE",2014-03-01
2.16,"BE",2014-04-01
1.99,"BE",2014-05-01
1.86,"BE",2014-06-01
1.65,"BE",2014-07-01
1.44,"BE",2014-08-01
1.39,"BE",2014-09-01
1.28,"BE",2014-10-01
1.18,"BE",2014-11-01
1,"BE",2014-12-01
0.75,"BE",2015-01-01
0.61,"BE",2015-02-01
0.48,"BE",2015-03-01
3.2,"CA",1955-01-01
3.13,"CA",1955-02-01
3.09,"CA",1955-03-01
3.09,"CA",1955-04-01
3.11,"CA",1955-05-01
3.1,"CA",1955-06-01
3.12,"CA",1955-07-01
3.21,"CA",1955-08-01
3.25,"CA",1955-09-01
3.26,"CA",1955-10-01
3.3,"CA",1955-11-01
3.41,"CA",1955-12-01
3.38,"CA",1956-01-01
3.3,"CA",1956-02-01
3.36,"CA",1956-03-01
3.51,"CA",1956-04-01
3.57,"CA",1956-05-01
3.45,"CA",1956-06-01
3.48,"CA",1956-07-01
3.7,"CA",1956-08-01
3.81,"CA",1956-09-01
3.87,"CA",1956-10-01
3.9,"CA",1956-11-01
3.94,"CA",1956-12-01
4.1,"CA",1957-01-01
4.06,"CA",1957-02-01
4,"CA",1957-03-01
4.03,"CA",1957-04-01
4.19,"CA",1957-05-01
4.22,"CA",1957-06-01
4.25,"CA",1957-07-01
4.33,"CA",1957-08-01
4.32,"CA",1957-09-01
4.19,"CA",1957-10-01
3.98,"CA",1957-11-01
3.83,"CA",1957-12-01
3.93,"CA",1958-01-01
3.94,"CA",1958-02-01
3.96,"CA",1958-03-01
3.95,"CA",1958-04-01
3.86,"CA",1958-05-01
3.91,"CA",1958-06-01
4.06,"CA",1958-07-01
4.11,"CA",1958-08-01
4.19,"CA",1958-09-01
4.31,"CA",1958-10-01
4.54,"CA",1958-11-01
4.63,"CA",1958-12-01
4.63,"CA",1959-01-01
4.68,"CA",1959-02-01
4.86,"CA",1959-03-01
4.79,"CA",1959-04-01
4.95,"CA",1959-05-01
5.03,"CA",1959-06-01
5.02,"CA",1959-07-01
5.2,"CA",1959-08-01
5.42,"CA",1959-09-01
5.33,"CA",1959-10-01
5.3,"CA",1959-11-01
5.37,"CA",1959-12-01
5.54,"CA",1960-01-01
5.46,"CA",1960-02-01
5.39,"CA",1960-03-01
5.29,"CA",1960-04-01
5.21,"CA",1960-05-01
5.07,"CA",1960-06-01
5.08,"CA",1960-07-01
4.98,"CA",1960-08-01
4.8,"CA",1960-09-01
4.96,"CA",1960-10-01
5.2,"CA",1960-11-01
5.28,"CA",1960-12-01
5.27,"CA",1961-01-01
5.17,"CA",1961-02-01
5.14,"CA",1961-03-01
5.21,"CA",1961-04-01
5.17,"CA",1961-05-01
5.04,"CA",1961-06-01
4.95,"CA",1961-07-01
4.99,"CA",1961-08-01
4.98,"CA",1961-09-01
4.97,"CA",1961-10-01
4.87,"CA",1961-11-01
4.94,"CA",1961-12-01
4.96,"CA",1962-01-01
4.95,"CA",1962-02-01
4.88,"CA",1962-03-01
4.81,"CA",1962-04-01
4.89,"CA",1962-05-01
5.13,"CA",1962-06-01
5.41,"CA",1962-07-01
5.42,"CA",1962-08-01
5.38,"CA",1962-09-01
5.19,"CA",1962-10-01
5.06,"CA",1962-11-01
5.11,"CA",1962-12-01
5.1,"CA",1963-01-01
5.11,"CA",1963-02-01
5.11,"CA",1963-03-01
5.01,"CA",1963-04-01
4.95,"CA",1963-05-01
4.95,"CA",1963-06-01
5.06,"CA",1963-07-01
5.22,"CA",1963-08-01
5.22,"CA",1963-09-01
5.07,"CA",1963-10-01
5.14,"CA",1963-11-01
5.15,"CA",1963-12-01
5.17,"CA",1964-01-01
5.17,"CA",1964-02-01
5.22,"CA",1964-03-01
5.24,"CA",1964-04-01
5.2,"CA",1964-05-01
5.2,"CA",1964-06-01
5.21,"CA",1964-07-01
5.24,"CA",1964-08-01
5.22,"CA",1964-09-01
5.19,"CA",1964-10-01
5.09,"CA",1964-11-01
5.06,"CA",1964-12-01
4.98,"CA",1965-01-01
5,"CA",1965-02-01
5.09,"CA",1965-03-01
5.05,"CA",1965-04-01
5.08,"CA",1965-05-01
5.15,"CA",1965-06-01
5.24,"CA",1965-07-01
5.3,"CA",1965-08-01
5.3,"CA",1965-09-01
5.36,"CA",1965-10-01
5.42,"CA",1965-11-01
5.42,"CA",1965-12-01
5.41,"CA",1966-01-01
5.54,"CA",1966-02-01
5.63,"CA",1966-03-01
5.6,"CA",1966-04-01
5.6,"CA",1966-05-01
5.64,"CA",1966-06-01
5.72,"CA",1966-07-01
5.88,"CA",1966-08-01
5.79,"CA",1966-09-01
5.73,"CA",1966-10-01
5.82,"CA",1966-11-01
5.86,"CA",1966-12-01
5.62,"CA",1967-01-01
5.57,"CA",1967-02-01
5.5,"CA",1967-03-01
5.51,"CA",1967-04-01
5.72,"CA",1967-05-01
5.85,"CA",1967-06-01
5.85,"CA",1967-07-01
5.92,"CA",1967-08-01
6.05,"CA",1967-09-01
6.32,"CA",1967-10-01
6.39,"CA",1967-11-01
6.48,"CA",1967-12-01
6.49,"CA",1968-01-01
6.69,"CA",1968-02-01
6.88,"CA",1968-03-01
6.61,"CA",1968-04-01
6.81,"CA",1968-05-01
6.74,"CA",1968-06-01
6.6,"CA",1968-07-01
6.45,"CA",1968-08-01
6.51,"CA",1968-09-01
6.8,"CA",1968-10-01
6.93,"CA",1968-11-01
7.19,"CA",1968-12-01
7.23,"CA",1969-01-01
7.16,"CA",1969-02-01
7.24,"CA",1969-03-01
7.23,"CA",1969-04-01
7.38,"CA",1969-05-01
7.55,"CA",1969-06-01
7.54,"CA",1969-07-01
7.51,"CA",1969-08-01
7.72,"CA",1969-09-01
7.84,"CA",1969-10-01
8.03,"CA",1969-11-01
8.27,"CA",1969-12-01
8.34,"CA",1970-01-01
8.21,"CA",1970-02-01
8.05,"CA",1970-03-01
7.88,"CA",1970-04-01
8.18,"CA",1970-05-01
8.06,"CA",1970-06-01
7.97,"CA",1970-07-01
7.99,"CA",1970-08-01
7.92,"CA",1970-09-01
7.93,"CA",1970-10-01
7.8,"CA",1970-11-01
7.26,"CA",1970-12-01
6.69,"CA",1971-01-01
6.81,"CA",1971-02-01
6.8,"CA",1971-03-01
6.83,"CA",1971-04-01
7.19,"CA",1971-05-01
7.25,"CA",1971-06-01
7.41,"CA",1971-07-01
7.34,"CA",1971-08-01
7,"CA",1971-09-01
6.82,"CA",1971-10-01
6.66,"CA",1971-11-01
6.54,"CA",1971-12-01
6.66,"CA",1972-01-01
6.87,"CA",1972-02-01
7.07,"CA",1972-03-01
7.32,"CA",1972-04-01
7.33,"CA",1972-05-01
7.39,"CA",1972-06-01
7.48,"CA",1972-07-01
7.46,"CA",1972-08-01
7.48,"CA",1972-09-01
7.34,"CA",1972-10-01
7.18,"CA",1972-11-01
7.12,"CA",1972-12-01
7.12,"CA",1973-01-01
7.18,"CA",1973-02-01
7.3,"CA",1973-03-01
7.34,"CA",1973-04-01
7.58,"CA",1973-05-01
7.76,"CA",1973-06-01
7.75,"CA",1973-07-01
7.8,"CA",1973-08-01
7.82,"CA",1973-09-01
7.63,"CA",1973-10-01
7.37,"CA",1973-11-01
7.69,"CA",1973-12-01
7.74,"CA",1974-01-01
7.73,"CA",1974-02-01
7.92,"CA",1974-03-01
8.59,"CA",1974-04-01
8.87,"CA",1974-05-01
9.26,"CA",1974-06-01
9.66,"CA",1974-07-01
9.73,"CA",1974-08-01
9.76,"CA",1974-09-01
9.42,"CA",1974-10-01
8.92,"CA",1974-11-01
8.84,"CA",1974-12-01
8.42,"CA",1975-01-01
8.2,"CA",1975-02-01
8.26,"CA",1975-03-01
8.73,"CA",1975-04-01
8.81,"CA",1975-05-01
8.8,"CA",1975-06-01
9.06,"CA",1975-07-01
9.41,"CA",1975-08-01
9.7,"CA",1975-09-01
9.54,"CA",1975-10-01
9.45,"CA",1975-11-01
9.54,"CA",1975-12-01
9.39,"CA",1976-01-01
9.29,"CA",1976-02-01
9.47,"CA",1976-03-01
9.33,"CA",1976-04-01
9.33,"CA",1976-05-01
9.32,"CA",1976-06-01
9.35,"CA",1976-07-01
9.32,"CA",1976-08-01
9.14,"CA",1976-09-01
9.13,"CA",1976-10-01
9.01,"CA",1976-11-01
8.67,"CA",1976-12-01
8.5,"CA",1977-01-01
8.57,"CA",1977-02-01
8.76,"CA",1977-03-01
8.8,"CA",1977-04-01
8.81,"CA",1977-05-01
8.74,"CA",1977-06-01
8.72,"CA",1977-07-01
8.67,"CA",1977-08-01
8.57,"CA",1977-09-01
8.69,"CA",1977-10-01
8.73,"CA",1977-11-01
8.76,"CA",1977-12-01
8.98,"CA",1978-01-01
9.12,"CA",1978-02-01
9.15,"CA",1978-03-01
9.23,"CA",1978-04-01
9.16,"CA",1978-05-01
9.23,"CA",1978-06-01
9.19,"CA",1978-07-01
9.13,"CA",1978-08-01
9.16,"CA",1978-09-01
9.3,"CA",1978-10-01
9.55,"CA",1978-11-01
9.63,"CA",1978-12-01
9.83,"CA",1979-01-01
9.91,"CA",1979-02-01
9.92,"CA",1979-03-01
9.76,"CA",1979-04-01
9.76,"CA",1979-05-01
9.74,"CA",1979-06-01
9.76,"CA",1979-07-01
10.01,"CA",1979-08-01
10.29,"CA",1979-09-01
10.85,"CA",1979-10-01
11.12,"CA",1979-11-01
11.2,"CA",1979-12-01
11.69,"CA",1980-01-01
12.61,"CA",1980-02-01
13.22,"CA",1980-03-01
12.56,"CA",1980-04-01
11.4,"CA",1980-05-01
11.28,"CA",1980-06-01
11.6,"CA",1980-07-01
12.38,"CA",1980-08-01
12.59,"CA",1980-09-01
12.76,"CA",1980-10-01
13.03,"CA",1980-11-01
12.94,"CA",1980-12-01
12.82,"CA",1981-01-01
13.3,"CA",1981-02-01
13.37,"CA",1981-03-01
14.25,"CA",1981-04-01
15.34,"CA",1981-05-01
14.76,"CA",1981-06-01
15.89,"CA",1981-07-01
16.45,"CA",1981-08-01
17,"CA",1981-09-01
16.76,"CA",1981-10-01
14.93,"CA",1981-11-01
15,"CA",1981-12-01
15.82,"CA",1982-01-01
15.66,"CA",1982-02-01
14.95,"CA",1982-03-01
14.93,"CA",1982-04-01
14.7,"CA",1982-05-01
15.96,"CA",1982-06-01
16.1625,"CA",1982-07-01
14.9625,"CA",1982-08-01
13.926,"CA",1982-09-01
12.735,"CA",1982-10-01
11.77,"CA",1982-11-01
11.648,"CA",1982-12-01
11.365,"CA",1983-01-01
11.4325,"CA",1983-02-01
11.186,"CA",1983-03-01
11.0675,"CA",1983-04-01
10.71,"CA",1983-05-01
11.046,"CA",1983-06-01
11.5675,"CA",1983-07-01
11.79,"CA",1983-08-01
11.77,"CA",1983-09-01
11.5475,"CA",1983-10-01
11.516,"CA",1983-11-01
11.785,"CA",1983-12-01
11.7175,"CA",1984-01-01
11.872,"CA",1984-02-01
12.8425,"CA",1984-03-01
13.235,"CA",1984-04-01
13.64,"CA",1984-05-01
13.6675,"CA",1984-06-01
13.73,"CA",1984-07-01
12.912,"CA",1984-08-01
12.7675,"CA",1984-09-01
12.544,"CA",1984-10-01
11.93,"CA",1984-11-01
11.6625,"CA",1984-12-01
11.406,"CA",1985-01-01
11.855,"CA",1985-02-01
12.16,"CA",1985-03-01
11.545,"CA",1985-04-01
11.074,"CA",1985-05-01
10.515,"CA",1985-06-01
10.594,"CA",1985-07-01
10.595,"CA",1985-08-01
10.7925,"CA",1985-09-01
10.668,"CA",1985-10-01
10.0175,"CA",1985-11-01
9.72,"CA",1985-12-01
10.042,"CA",1986-01-01
9.9675,"CA",1986-02-01
9.4025,"CA",1986-03-01
8.848,"CA",1986-04-01
8.9325,"CA",1986-05-01
9.12,"CA",1986-06-01
8.872,"CA",1986-07-01
8.825,"CA",1986-08-01
9.0025,"CA",1986-09-01
9.166,"CA",1986-10-01
8.9025,"CA",1986-11-01
8.666,"CA",1986-12-01
8.33,"CA",1987-01-01
8.4575,"CA",1987-02-01
8.2825,"CA",1987-03-01
8.828,"CA",1987-04-01
9.5925,"CA",1987-05-01
9.3325,"CA",1987-06-01
9.574,"CA",1987-07-01
10.095,"CA",1987-08-01
10.722,"CA",1987-09-01
10.4375,"CA",1987-10-01
9.875,"CA",1987-11-01
10.122,"CA",1987-12-01
9.715,"CA",1988-01-01
9.2,"CA",1988-02-01
9.422,"CA",1988-03-01
9.6925,"CA",1988-04-01
9.9425,"CA",1988-05-01
9.722,"CA",1988-06-01
9.9,"CA",1988-07-01
10.242,"CA",1988-08-01
10.15,"CA",1988-09-01
9.8475,"CA",1988-10-01
10.02,"CA",1988-11-01
10.1175,"CA",1988-12-01
10.1425,"CA",1989-01-01
10.1925,"CA",1989-02-01
10.562,"CA",1989-03-01
10.315,"CA",1989-04-01
9.912,"CA",1989-05-01
9.43,"CA",1989-06-01
9.34,"CA",1989-07-01
9.316,"CA",1989-08-01
9.545,"CA",1989-09-01
9.5275,"CA",1989-10-01
9.494,"CA",1989-11-01
9.59,"CA",1989-12-01
9.748,"CA",1990-01-01
10.1925,"CA",1990-02-01
10.74,"CA",1990-03-01
11.345,"CA",1990-04-01
11.322,"CA",1990-05-01
10.755,"CA",1990-06-01
10.6725,"CA",1990-07-01
10.64,"CA",1990-08-01
10.8025,"CA",1990-09-01
11.27,"CA",1990-10-01
10.705,"CA",1990-11-01
10.305,"CA",1990-12-01
10.206,"CA",1991-01-01
9.6775,"CA",1991-02-01
9.6325,"CA",1991-03-01
9.4975,"CA",1991-04-01
9.574,"CA",1991-05-01
9.815,"CA",1991-06-01
10.006,"CA",1991-07-01
9.77,"CA",1991-08-01
9.58,"CA",1991-09-01
9.116,"CA",1991-10-01
8.62,"CA",1991-11-01
8.53,"CA",1991-12-01
8.13,"CA",1992-01-01
8.345,"CA",1992-02-01
8.63,"CA",1992-03-01
8.756,"CA",1992-04-01
8.6375,"CA",1992-05-01
8.3425,"CA",1992-06-01
7.92,"CA",1992-07-01
7.2975,"CA",1992-08-01
7.41,"CA",1992-09-01
7.765,"CA",1992-10-01
7.7325,"CA",1992-11-01
7.872,"CA",1992-12-01
7.93,"CA",1993-01-01
7.8375,"CA",1993-02-01
7.436,"CA",1993-03-01
7.455,"CA",1993-04-01
7.5625,"CA",1993-05-01
7.474,"CA",1993-06-01
7.245,"CA",1993-07-01
7.09,"CA",1993-08-01
6.822,"CA",1993-09-01
6.8175,"CA",1993-10-01
6.8175,"CA",1993-11-01
6.752,"CA",1993-12-01
6.5175,"CA",1994-01-01
6.535,"CA",1994-02-01
7.246,"CA",1994-03-01
8.055,"CA",1994-04-01
8.2875,"CA",1994-05-01
8.832,"CA",1994-06-01
9.105,"CA",1994-07-01
8.978,"CA",1994-08-01
8.9,"CA",1994-09-01
9.015,"CA",1994-10-01
9.152,"CA",1994-11-01
9.0725,"CA",1994-12-01
9.34952381,"CA",1995-01-01
8.9015,"CA",1995-02-01
8.642173913,"CA",1995-03-01
8.416842105,"CA",1995-04-01
8.060454545,"CA",1995-05-01
7.858181818,"CA",1995-06-01
8.076,"CA",1995-07-01
8.264090909,"CA",1995-08-01
7.9285,"CA",1995-09-01
7.720952381,"CA",1995-10-01
7.473809524,"CA",1995-11-01
7.249473684,"CA",1995-12-01
7.091818182,"CA",1996-01-01
7.24047619,"CA",1996-02-01
7.621904762,"CA",1996-03-01
7.69952381,"CA",1996-04-01
7.768181818,"CA",1996-05-01
7.8095,"CA",1996-06-01
7.711818182,"CA",1996-07-01
7.305714286,"CA",1996-08-01
7.3385,"CA",1996-09-01
6.644545455,"CA",1996-10-01
6.135,"CA",1996-11-01
6.392,"CA",1996-12-01
6.632727273,"CA",1997-01-01
